Row.names	betahat	sebetahat	WaldP	WaldPadj	PosteriorMean	lfsr	lfdr	qvalue	baseMean	log2FoldChange	lfcSE	pvalue	padj	groupID	labels
ENSG00000121774.18:O001	0.306840685328982	0.253079826025618	0.22534916558073	0.401657977631068	0.0537271002741163	0.844631354492344	0.82490229346045	0.3943800444768	2054.53270232225	0.925954282109686	0.176700244879853	6.7190849506809e-08	1.10819907813797e-06	ENSG00000121774.18	mORF
ENSG00000122042.10:O038	0.981233801052524	0.582328720189629	0.0919852890271098	0.198718219501501	0.46841889457905	0.534575151152635	0.511777069558102	0.130452497935302	2372.2851136385	0.215374399379115	0.627544822340728	0.459050881853867	0.810343476691956	ENSG00000122042.10	mORF
ENSG00000122140.13:O003	2.21403910022538	1.11695482511788	0.0474557342806088	0.115374032884049	0.935055636903827	0.387759870667645	0.360399967957737	0.0705646887645481	24.4383478970775	-0.600837380282771	0.907868556073207	0.109330994067115	0.374557543941556	ENSG00000122140.13	dORF
ENSG00000122376.12:O001	0.603450429663486	0.134327471580103	7.04306628640516e-06	4.42627485983566e-05	0.602987657755127	0.000770395257883332	0.000766876425320878	6.60460633536356e-05	386.841223831472	-0.236958937774299	0.241193664187745	0.31300042067562	0.689482779863422	ENSG00000122376.12	mORF
ENSG00000122565.19:O002	-0.979592233499729	0.371733051662073	0.00840868570479825	0.0272297561519943	-0.810588379703913	0.175518143790372	0.172035562129459	0.022699782496075	109.954904078034	2.26451319800226	0.659982840450332	4.9590381473517e-05	0.000493965123628764	ENSG00000122565.19	uORF
ENSG00000122566.23:O014	-0.785318547018303	0.440228696712905	0.0744419187481675	0.167178885324274	-0.364676371936726	0.552441955145002	0.535129390215624	0.13994724451706	9999.47889313815	0.941719506509532	0.195501828396842	5.18985543860417e-07	7.44618288074684e-06	ENSG00000122566.23	mORF
ENSG00000123144.11:O002	-1.69152614582273	0.460622130617852	0.000240410975097305	0.00113428323788413	-1.58798135551367	0.00724603455677719	0.00711175527538379	0.000684849169035313	496.962343518024	1.46963616779702	0.232442103586175	4.91229712590083e-11	1.28987076983942e-09	ENSG00000123144.11	mORF
ENSG00000123159.16:O004	3.0398335530802	0.845272612528721	0.000322805385063907	0.00148771177464235	2.05847274608926	0.0194153560629428	0.0187534215598774	0.00198769228563128	12.2075814255577	-2.18390537266235	1.95323984937301	0.0125672663593548	0.0691433589942461	ENSG00000123159.16	dORF
ENSG00000123352.18:O002	-0.549616622069408	0.270939814970662	0.042503520917309	0.105120242546338	-0.252979916842924	0.549497524810576	0.539715672535258	0.144699209014752	72.6368496524846	-1.1195750314927	0.622527630332699	0.0139977694427113	0.0754739626475439	ENSG00000123352.18	uORF
ENSG00000124422.12:O018	20.780184622191	20533.1367882845	0.999192515696877	0.999997263596305	4.49308112176631e-08	0.782626571911091	0.565253170390667	0.191405240067774	54.6767518698253	-0.487022183752718	0.839742136353006	0.0951313425748678	0.340234990457743	ENSG00000124422.12	dORF
ENSG00000124788.19:O051	-0.46149638007663	0.804001437765857	0.565968175983241	0.776436065412729	-0.119390398736969	0.804877143653118	0.726592122457278	0.343868662634664	27.0734159565427	-0.498519098990565	0.660141924365512	0.188121784159313	0.525851436033754	ENSG00000124788.19	uORF
ENSG00000125356.7:O002	0.449919032329073	0.590696232134916	0.446253514967789	0.650532999687064	0.107737604438329	0.813027580562065	0.75923957602474	0.35831504349885	30.3755657630954	0.490728021696373	0.737795884757398	0.162332222744117	0.482529887302391	ENSG00000125356.7	dORF
ENSG00000125845.7:O005	1.01054499336247	0.345590166765533	0.0034543837679526	0.0124264031471598	0.918306833786482	0.0925601648463369	0.0909897370366839	0.0108102255190199	285.586847123634	-1.11737040619985	0.528531747484925	0.00803522003814848	0.0471133477716864	ENSG00000125845.7	dORF
